F	0.333333333	0.6	0.266666667	0.266666667	0.133333333	0.333333333	0.733333333	0.2	0.266666667	0.8	0.466666667	0.266666667	0.066666667	0.533333333	0.333333333	0.266666667
T	0.4	0.466666667	0.4	0.333333333	0.2	0.266666667	0.866666667	0.266666667	0.4	0.8	0.6	0.266666667	0.066666667	0.733333333	0.133333333	0.266666667
J	0.466666667	0.666666667	0.333333333	0.533333333	0.266666667	0.533333333	0.666666667	0.2	0.2	0.866666667	0.266666667	0.333333333	0.133333333	0.6	0.466666667	0.6
L	0.333333333	0.6	0.466666667	0.466666667	0.466666667	0.4	0.4	0.2	0.466666667	0.533333333	0.466666667	0.733333333	0.466666667	0.666666667	0.4	0.466666667
V	0.333333333	0.733333333	0.466666667	0.533333333	0.533333333	0.533333333	0.333333333	0.333333333	0.2	0.533333333	0.466666667	0.6	0.6	0.6	0.4	0.733333333
Y	0.4	0.4	0.333333333	0.6	0.2	0.466666667	0.733333333	0.066666667	0.2	0.6	0.666666667	0.333333333	0.266666667	0.666666667	0.4	0.533333333
L	0.333333333	0.6	0.466666667	0.466666667	0.333333333	0.4	0.266666667	0.133333333	0.466666667	0.466666667	0.133333333	0.6	0.066666667	0.4	0.2	0.533333333
T	0.533333333	0.666666667	0.533333333	0.533333333	0.266666667	0.4	0.866666667	0.333333333	0.4	0.8	0.533333333	0.133333333	0.133333333	0.8	0.133333333	0.266666667
V	0.333333333	0.6	0.533333333	0.4	0.533333333	0.533333333	0.466666667	0.266666667	0.133333333	0.466666667	0.533333333	0.533333333	0.333333333	0.666666667	0.266666667	0.533333333
I	0.4	0.666666667	0.466666667	0.533333333	0.266666667	0.533333333	0.266666667	0.066666667	0.4	0.466666667	0.466666667	0.533333333	0.066666667	0.666666667	0.266666667	0.533333333
V	0.466666667	0.666666667	0.4	0.533333333	0.2	0.133333333	0.733333333	0.333333333	0.333333333	0.8	0.8	0.533333333	0.133333333	0.666666667	0.066666667	0.533333333
S	0.333333333	0.733333333	0.4	0.533333333	0.2	0.466666667	0.533333333	0.266666667	0.533333333	0.733333333	0.466666667	0.466666667	0.133333333	0.533333333	0.333333333	0.4
R	0.466666667	0.866666667	0.466666667	0.466666667	0.4	0.533333333	0.466666667	0.2	0.333333333	0.6	0.266666667	0.533333333	0.4	0.4	0.466666667	0.4
F	0.666666667	1	0.6	0.533333333	0.4	0.4	0.6	0.2	0.333333333	0.666666667	0.4	0.466666667	0.333333333	0.466666667	0.6	0.4
B	0.533333333	1	0.4	0.533333333	0.333333333	0.533333333	0.4	0.333333333	0.4	0.666666667	0.333333333	0.6	0.4	0.466666667	0.533333333	0.666666667
Y	0.466666667	0.733333333	0.533333333	0.533333333	0.266666667	0.333333333	0.6	0.066666667	0.6	0.666666667	0.666666667	0.333333333	0.2	0.666666667	0.333333333	0.2
Q	0.4	0.933333333	0.4	0.533333333	0.266666667	0.666666667	0.2	0.266666667	0.466666667	0.733333333	0.2	0.533333333	0.2	0.6	0.4	0.866666667
N	0.666666667	0.866666667	0.6	0.466666667	0.266666667	0.266666667	0.6	0.266666667	0.466666667	0.2	0.2	0.733333333	0.333333333	0.533333333	0.133333333	0.466666667
A	0.466666667	0.6	0.6	0.533333333	0.533333333	0.333333333	0.533333333	0.2	0.333333333	0.466666667	0.533333333	0.666666667	0.533333333	0.533333333	0.266666667	0.533333333
F	0.4	0.733333333	0.533333333	0.533333333	0.4	0.6	0.533333333	0.133333333	0.4	0.8	0.266666667	0.4	0.333333333	0.533333333	0.266666667	0.6
X	0.333333333	0.733333333	0.466666667	0.6	0.4	0.533333333	0.466666667	0.2	0.333333333	0.4	0.466666667	0.466666667	0.266666667	0.666666667	0.733333333	0.6
S	0.4	0.6	0.533333333	0.533333333	0.6	0.533333333	0.533333333	0.266666667	0.333333333	0.466666667	0.466666667	0.466666667	0.333333333	0.666666667	0.666666667	0.666666667
X	0.533333333	1	0.533333333	0.533333333	0.333333333	0.266666667	0.6	0.2	0.533333333	0.733333333	0.733333333	0.6	0.266666667	0.6	0.2	0.333333333
Y	0.466666667	0.533333333	0.6	0.666666667	0.733333333	0.6	0.533333333	0.4	0.2	0.466666667	0.466666667	0.533333333	0.4	0.666666667	0.466666667	0.266666667
X	0.333333333	0.6	0.533333333	0.466666667	0.466666667	0.4	0.466666667	0.2	0.4	0.533333333	0.533333333	0.733333333	0.4	0.4	0.533333333	0.4
L	0.266666667	0.666666667	0.266666667	0.533333333	0.066666667	0	0.066666667	0.4	0.4	0	0	0.4	0	0.533333333	0	0.533333333
H	0.533333333	0.666666667	0.533333333	0.333333333	0.333333333	0.533333333	0.4	0.2	0.333333333	0.666666667	0.4	0.466666667	0.466666667	0.733333333	0.333333333	0.533333333
I	0.4	0.733333333	0.533333333	0.533333333	0.333333333	0.666666667	0.333333333	0.133333333	0.4	0.4	0.466666667	0.266666667	0	0.666666667	0.266666667	0.466666667
I	0.4	0.8	0.266666667	0.4	0.133333333	0.733333333	0.2	0.266666667	0.4	0.733333333	0.133333333	0.466666667	0.2	0.533333333	0.2	0.8
A	0.266666667	0.666666667	0.466666667	0.466666667	0.133333333	0.333333333	0.333333333	0.2	0.066666667	0.333333333	0.066666667	0.466666667	0.2	0.466666667	0.133333333	0.466666667
B	0.466666667	0.866666667	0.4	0.533333333	0.266666667	0.6	0.333333333	0.333333333	0.333333333	0.733333333	0.266666667	0.6	0.4	0.466666667	0.466666667	0.733333333
H	0.4	0.533333333	0.533333333	0.4	0.333333333	0.666666667	0.4	0.2	0.466666667	0.666666667	0.2	0.466666667	0.266666667	0.6	0.266666667	0.666666667
T	0.333333333	0.533333333	0.466666667	0.4	0.466666667	0.466666667	0.533333333	0.266666667	0.4	0.466666667	0.4	0.6	0.333333333	0.533333333	0.333333333	0.466666667
U	0.466666667	0.733333333	0.4	0.4	0.266666667	0.533333333	0.4	0.333333333	0.333333333	0.4	0.466666667	0.533333333	0.333333333	0.466666667	0.2	0.466666667
H	0.4	0.733333333	0.4	0.533333333	0.2	0.466666667	0.466666667	1	0	0.466666667	0.4	0.533333333	0.2	0.533333333	0	0.533333333
G	0.4	0.533333333	0.533333333	0.466666667	0.6	0.466666667	0.4	0.4	0.266666667	0.466666667	0.466666667	0.6	0.666666667	0.533333333	0.6	0.6
G	0.4	0.6	0.4	0.266666667	0.2	0.466666667	0.2	0.333333333	0.133333333	0.4	0.333333333	0.266666667	0.266666667	0.533333333	0.333333333	0.466666667
T	0.4	0.6	0.4	0.466666667	0.266666667	0.4	0.733333333	0.2	0.466666667	0.733333333	0.6	0.333333333	0.066666667	0.8	0.133333333	0.266666667
T	0.4	0.666666667	0.533333333	0.533333333	0.466666667	0.4	0.466666667	0.466666667	0.466666667	0.466666667	0.6	0.6	0.266666667	0.666666667	0.4	0.533333333
J	0.266666667	0.533333333	0.4	0.4	0.133333333	0.4	0.533333333	0.2	0.466666667	1	0.4	0.6	0.066666667	0.4	0.066666667	0.466666667
T	0.533333333	0.733333333	0.6	0.533333333	0.4	0.466666667	0.6	0.133333333	0.6	0.666666667	0.6	0.333333333	0.133333333	0.6	0.333333333	0.333333333
C	0.333333333	0.6	0.333333333	0.466666667	0.266666667	0.266666667	0.533333333	0.333333333	0.466666667	0.733333333	0.6	0.933333333	0.133333333	0.6	0.2	0.466666667
Q	0.333333333	0.733333333	0.466666667	0.533333333	0.466666667	0.533333333	0.266666667	0.533333333	0.333333333	0.4	0.4	0.4	0.333333333	0.466666667	0.466666667	0.666666667
B	0.466666667	0.733333333	0.666666667	0.533333333	0.466666667	0.733333333	0.4	0.2	0.533333333	0.733333333	0.2	0.466666667	0.2	0.533333333	0.333333333	0.8
S	0.4	0.666666667	0.466666667	0.466666667	0.266666667	0.666666667	0.333333333	0.266666667	0.533333333	0.733333333	0.266666667	0.533333333	0.133333333	0.6	0.333333333	0.666666667
F	0.333333333	0.533333333	0.466666667	0.4	0.266666667	0.533333333	0.6	0.2	0.4	0.866666667	0.333333333	0.333333333	0.133333333	0.6	0.133333333	0.466666667
P	0.4	0.6	0.533333333	0.466666667	0.4	0.333333333	0.933333333	0.4	0.133333333	0.8	0.4	0.133333333	0.066666667	0.666666667	0.2	0.466666667
B	0.4	0.733333333	0.6	0.533333333	0.6	0.533333333	0.533333333	0.266666667	0.4	0.666666667	0.333333333	0.4	0.333333333	0.4	0.466666667	0.666666667
Y	0.466666667	0.466666667	0.4	0.666666667	0.266666667	0.6	0.466666667	0.4	0.4	0.266666667	0.733333333	0.466666667	0.333333333	0.666666667	0.2	0.466666667
B	0.333333333	0.666666667	0.466666667	0.466666667	0.4	0.6	0.4	0.266666667	0.466666667	0.6	0.333333333	0.466666667	0.133333333	0.533333333	0.4	0.666666667
I	0.266666667	0.6	0.333333333	0.466666667	0.2	0.466666667	0.533333333	0	0.466666667	0.866666667	0.4	0.466666667	0	0.533333333	0.066666667	0.466666667
D	0.333333333	0.733333333	0.466666667	0.533333333	0.333333333	0.533333333	0.533333333	0.4	0.466666667	0.666666667	0.4	0.266666667	0.266666667	0.466666667	0.333333333	0.666666667
Z	0.4	0.466666667	0.266666667	0.666666667	0.266666667	0.533333333	0.4	0.266666667	0.266666667	0.733333333	0.4	0.466666667	0.133333333	0.666666667	0.6	0.533333333
R	0.4	0.733333333	0.6	0.533333333	0.6	0.4	0.533333333	0.333333333	0.4	0.4	0.333333333	0.533333333	0.2	0.466666667	0.333333333	0.6
A	0.333333333	0.8	0.333333333	0.4	0.266666667	0.733333333	0.133333333	0.266666667	0.133333333	0.733333333	0.266666667	0.733333333	0.333333333	0.266666667	0.333333333	0.666666667
K	0.4	0.6	0.6	0.4	0.4	0.333333333	0.466666667	0.066666667	0.466666667	0.666666667	0.533333333	0.666666667	0.2	0.533333333	0.266666667	0.466666667
T	0.4	0.6	0.533333333	0.533333333	0.6	0.466666667	0.533333333	0.266666667	0.6	0.466666667	0.4	0.533333333	0.2	0.533333333	0.533333333	0.4
I	0.266666667	0.666666667	0.333333333	0.533333333	0.133333333	0.466666667	0.4	0	0.6	0.933333333	0.4	0.6	0	0.533333333	0.066666667	0.533333333
S	0.4	0.733333333	0.466666667	0.533333333	0.466666667	0.6	0.533333333	0.333333333	0.533333333	0.333333333	0.333333333	0.4	0.066666667	0.4	0.666666667	0.4
X	0.466666667	0.666666667	0.666666667	0.533333333	0.333333333	0.666666667	0.466666667	0.133333333	0.533333333	0.733333333	0.133333333	0.466666667	0.2	0.533333333	0.266666667	0.6
V	0.333333333	0.6	0.466666667	0.533333333	0.6	0.466666667	0.466666667	0.333333333	0.266666667	0.466666667	0.4	0.533333333	0.466666667	0.6	0.466666667	0.533333333
U	0.4	0.666666667	0.533333333	0.533333333	0.533333333	0.533333333	0.466666667	0.6	0.333333333	0.4	0.4	0.6	0.2	0.533333333	0.333333333	0.333333333
W	0.8	0.933333333	0.8	0.533333333	0.333333333	0.133333333	0.6	0.2	0.133333333	0.666666667	0.8	0.533333333	0.6	0.666666667	0.066666667	0.4
K	0.466666667	0.8	0.466666667	0.4	0.2	0.333333333	0.533333333	0.2	0.466666667	0.6	0.6	0.666666667	0.4	0.533333333	0.2	0.466666667
T	0.333333333	0.666666667	0.4	0.533333333	0.333333333	0.4	0.666666667	0.066666667	0.533333333	0.733333333	0.6	0.4	0.066666667	0.666666667	0.2	0.266666667
D	0.4	0.666666667	0.533333333	0.533333333	0.333333333	0.666666667	0.333333333	0.266666667	0.533333333	0.733333333	0.2	0.466666667	0.266666667	0.4	0.266666667	0.6
C	0.333333333	0.666666667	0.4	0.533333333	0.133333333	0.4	0.4	0.466666667	0.733333333	0.6	0.333333333	0.933333333	0.066666667	0.6	0.266666667	0.533333333
A	0.466666667	1	0.466666667	0.533333333	0.333333333	0.666666667	0.133333333	0.333333333	0.133333333	0.733333333	0.333333333	0.8	0.4	0.2	0.4	0.666666667
G	0.333333333	0.666666667	0.333333333	0.466666667	0.266666667	0.4	0.466666667	0.466666667	0.4	0.666666667	0.533333333	0.733333333	0.133333333	0.6	0.266666667	0.6
Z	0.466666667	0.733333333	0.6	0.533333333	0.4	0.4	0.6	0.2	0.666666667	0.8	0.533333333	0.4	0.066666667	0.533333333	0.4	0.4
